employee_id,full_name,gender,birth_date,hire_date,termination_date,employment_status_current,dept_code,job_code,band,position_code,is_manager,manager_employee_id,location_code,job_group_code,case_study_tag
E000921,Phạm Hà,F,1986-11-06,2022-12-01,2025-02-01,Terminated,01CN000057,MJ016E,Band 5,1CN01232,0,E000866,HNO01,RM,
E000922,Phạm Thị,M,1992-02-23,2022-12-01,2025-10-01,Terminated,01CN000068,MK092C,Band 2,1CN00292,0,E001317,HSC01,ARM,
E000923,Lê Xuân,F,1995-08-07,2022-12-01,2024-02-01,Terminated,01CN000012,MJ008C,Band 2,1CN01353,0,E000074,HNO59,BO,
E000924,Đặng Quang Tấn,M,1991-01-22,2022-12-01,,Active,01CN000004,MK057S,Band 4,1CN00702,0,E001844,HSC01,BO,
E000925,Hoàng Quang,M,1978-02-15,2022-12-01,,Active,01CN000013,MH031S,Band 3,1CN01102,0,E001062,HSC01,BO,
E000926,Phạm Khoa,F,1985-05-22,2022-12-01,2023-06-01,Terminated,01CN000024,M00110,Band 2,1CN01257,0,E000136,HNO49,RM,
E000927,Dương Phúc,M,1983-08-18,2022-12-01,2023-02-01,Terminated,01CN000063,M00395,Band 6,1CN00885,1,E001764,HSC01,BO,
E000928,Nguyễn Vũ,M,1995-01-20,2022-12-01,,Active,01CN000079,MK015S,Band 3,1CN00373,0,E001703,BDU01,ARM,
E000929,Phạm Khoa,F,1992-12-11,2022-12-01,,Active,01QT000018,FE003D,Band 8,1QT00101,1,E000344,HSC01,BO,
E000930,Dương Vân,F,1995-04-04,2022-12-01,2024-11-01,Terminated,01CN000003,MJ011M,Band 5,1CN01379,1,E000684,DAN03,TL,
E000931,Hoàng Linh,F,1997-06-17,2022-12-01,2024-06-01,Terminated,01CN000064,MH044C,Band 2,1CN01034,0,E001289,HSC01,BO,
E000932,Lê Hoàng Tấn,M,1986-07-13,2022-12-01,,Active,01CN000023,MJ010S,Band 4,1CN00229,0,E001284,DAN01,BO,
E000933,Lê An,F,1987-02-17,2022-12-01,2024-12-01,Terminated,01CN000072,AA052C,K,1CN01124,0,,HNO65,BO,
E000934,Mai Hà,F,1973-11-08,2022-12-01,,Active,01CN000006,MJ043S,Band 4,1CN00644,0,E001586,HNO52,RM,
E000935,Bùi Hà Phú,M,1973-01-27,2022-12-01,,Active,01CN000003,MJ011M,Band 5,1CN01379,1,E000431,DAN03,TL,
E000936,Vũ Linh,F,1986-06-22,2023-01-01,2025-06-01,Terminated,01CN000070,MJ029S,Band 4,1CN01050,0,E000624,BNI01,RM,
E000937,Bùi Bảo Xuân,M,1998-01-09,2023-01-01,2025-07-01,Terminated,01CN000019,MJ011S,Band 4,1CN00618,0,E001629,HNO39,BO,
E000938,Mai Phúc,M,1998-07-07,2023-01-01,,Active,01CN000068,MJ163S,Band 4,1CN00237,0,E000314,HSC01,RM,
E000939,Hoàng Hải,F,2000-07-06,2023-01-01,,Active,01CN000068,MJ163S,Band 4,1CN00237,0,E000826,HSC01,RM,
E000940,Vũ Thành Thế,M,1974-06-11,2023-01-01,2023-11-01,Terminated,01QT000010,MK106M,Band 5,1QT00039,1,E001428,HSC01,BO,
E000941,Hoàng Phúc Văn,M,1977-04-04,2023-01-01,2023-11-01,Terminated,01CN000006,MJ044S,Band 3,1CN00401,0,E000605,HNO52,RM,
E000942,Hoàng Phúc,M,1975-01-04,2023-01-01,,Active,01CN000042,MJ161E,Band 5,1CN01127,0,E001486,HNO01,RM,
E000943,Hoàng Hải,F,1989-12-10,2023-01-01,2024-01-01,Terminated,01QT000010,MK106M,Band 5,1QT00039,1,E001305,HSC01,BO,
E000944,Dương Xuân,F,1979-10-20,2023-01-01,2025-08-01,Terminated,01QT000012,FA004E,Band 5,1QT00008,0,,HSC01,BO,
E000945,Trần Thành,F,1989-08-14,2023-01-01,2023-12-01,Terminated,01CN000057,MJ017E,Band 4,1CN00753,0,E001557,HNO01,RM,
E000946,Đặng Thành,F,2003-01-03,2023-01-01,,Active,01QT000017,FA021S,Band 3,1QT00098,0,E000346,HSC01,BO,
E000947,Trần Hải,F,1983-07-01,2023-01-01,2024-12-01,Terminated,01CN000078,MK006E,Band 5,1CN00630,0,E001445,HSC02,BO,
E000948,Vũ Quý cô An,F,1982-11-26,2023-01-01,,Active,01CN000059,BA013M,Band 6,1CN00027,1,E001092,BRV01,HH,
E000949,Đặng Quang Quang,M,2002-11-25,2023-01-01,,Active,01CN000025,MM020D,Band 8,1CN00321,1,E000112,HSC01,BO,
E000950,Nguyễn Hà Văn,M,1979-01-12,2023-01-01,2024-07-01,Terminated,01CN000068,MK091S,Band 3,1CN00838,0,E000478,HSC01,ARM,
E000951,Bùi Quý cô Yến,F,1974-08-02,2023-01-01,2023-02-01,Terminated,01CN000002,AA052C,K,1CN00805,0,E001555,HCM48,BO,
E000952,Bùi Huy Mai Bảo,M,1978-11-07,2023-01-01,,Active,01CN000015,M00400,Band 5,1CN01069,0,E001464,HSC01,BO,
E000953,Dương Quý cô Hà,F,1978-11-14,2023-01-01,,Active,01CN000068,MJ163S,Band 4,1CN00348,0,E000478,HSC01,RM,
E000954,Trần Phúc Mai,M,2002-11-28,2023-01-01,,Active,01CN000054,MK090S,Band 4,1CN01188,0,E001757,HNO01,ARM,
E000955,Nguyễn Thảo,F,1986-04-21,2023-01-01,,Active,01CN000023,M00107,Band 4,1CN01263,0,E001284,DAN01,RM,
E000956,Trần Hạnh Đức,M,1988-07-10,2023-01-01,,Active,01CN000057,MJ017E,Band 4,1CN00333,0,E000623,HDU01,RM,
E000957,Lê Kim,F,1995-04-07,2023-01-01,,Active,01CN000010,M00108,Band 4,1CN00943,0,E001222,TDU01,RM,
E000958,Trần Vân,F,1996-10-16,2023-02-01,2024-09-01,Terminated,01CN000002,MJ029S,Band 4,1CN00403,0,E000869,HCM48,RM,
E000959,Nguyễn Quý cô Nhật,F,1991-09-18,2023-02-01,2024-02-01,Terminated,01CN000060,BA013M,Band 6,1CN01255,1,E000824,HCM32,HH,
E000960,Bùi Duyên,F,2003-05-21,2023-02-01,,Active,01QT000003,M00362,Band 3,1QT00055,0,E000245,HSC01,BO,
E000961,Đặng Hưng Đức,M,2003-09-04,2023-02-01,,Active,01CN000031,MJ011S,Band 4,1CN00470,0,E000880,BRV04,BO,
E000962,Bùi Lâm,F,1993-06-26,2023-02-01,2024-12-01,Terminated,01CN000037,MJ011M,Band 5,1CN01094,1,E001677,HCM01,TL,
E000963,Phạm Hạnh,F,1991-03-23,2023-02-01,2024-12-01,Terminated,01CN000059,M00109,Band 3,1CN00444,0,E000639,BRV01,RM,
E000964,Bùi Hưng,M,1991-09-17,2023-02-01,2024-02-01,Terminated,01CN000028,MK019E,Band 5,1CN00240,0,E000126,HNO01,BO,
E000965,Đặng Hưng,M,1996-03-08,2023-02-01,,Active,01CN000048,MK092C,Band 2,1CN00299,0,E000682,HCM01,ARM,
E000966,Trần Hồng,F,1972-02-16,2023-02-01,,Active,01CN000015,M00400,Band 5,1CN01069,0,E001464,HSC01,BO,
E000967,Phạm Hải Mai Bảo,M,1995-12-24,2023-02-01,,Active,01CN000067,M00107,Band 4,1CN00411,0,E000620,HCM19,RM,
E000968,Phạm Nam,M,1985-08-27,2023-02-01,,Active,01QT000002,FC027M,Band 6,1QT00041,1,E001775,HSC01,BO,
E000969,Vũ Hải,F,1991-08-13,2023-02-01,,Active,01CN000069,MJ011S,Band 4,1CN00743,0,E000802,HCM41,BO,
E000970,Trần Châu,M,2001-06-01,2023-02-01,2023-08-01,Terminated,01CN000083,BA013M,Band 6,1CN00735,1,E001094,HCM12,HH,
E000971,Dương Quý cô Nhật,F,1979-11-04,2023-02-01,,Active,01CN000006,MJ011M,Band 5,1CN00538,1,E001586,HNO52,TL,
E000972,Lê Hà Hữu,M,2002-01-20,2023-02-01,,Active,01CN000080,MJ043S,Band 4,1CN00461,0,E000879,HNO02,RM,
E000973,Lê Kim Phú,M,1997-01-18,2023-02-01,2023-12-01,Terminated,01CN000019,MJ043S,Band 4,1CN00510,0,E000085,HNO39,RM,
E000974,Dương Anh,M,1995-07-24,2023-02-01,,Active,01QT000024,FA046C,Band 2,1QT00186,0,E001866,HSC01,BO,
E000975,Vũ Mai,F,1973-12-06,2023-02-01,,Active,01CN000038,MJ044S,Band 3,1CN00979,0,E001747,KHO01,RM,
E000976,Trần Lan,F,1998-04-04,2023-02-01,2024-02-01,Terminated,01CN000025,MM008C,Band 3,1CN01276,0,E001532,HSC01,BO,
E000977,Đặng Dương,F,1997-12-07,2023-02-01,,Active,01CN000080,MK061C,Band 2,1CN01220,0,E000879,HNO02,ARM,
E000978,Nguyễn Tùng,M,2002-05-12,2023-02-01,,Active,01CN000033,M00110,Band 2,1CN01111,0,E001309,HNO01,RM,
E000979,Dương Quý cô Vân,F,2000-01-14,2023-02-01,,Active,01CN000023,MJ043S,Band 4,1CN00385,0,E001284,DAN01,RM,
E000980,Vũ Nhật,F,1992-04-04,2023-03-01,,Active,01CN000083,M00110,Band 2,1CN00080,0,E001845,HCM12,RM,
E000981,Nguyễn Hồng,F,2001-09-07,2023-03-01,,Active,01CN000044,MJ008C,Band 2,1CN00420,0,E001078,QNI01,BO,
E000982,Lê Tú Mai,M,1997-11-19,2023-03-01,,Active,01CN000078,MK044S,Band 4,1CN01146,0,E001689,HSC02,BO,
E000983,Lê Trung Hoàng,M,1993-03-24,2023-03-01,2024-03-01,Terminated,01CN000003,M00108,Band 4,1CN00994,0,E001800,DAN03,RM,
E000984,Trần Hồng,F,1990-02-22,2023-03-01,2025-07-01,Terminated,01CN000041,MJ028S,Band 3,1CN00703,0,E000899,HNO17,BO,
E000985,Hoàng Hoàng,M,1989-08-09,2023-03-01,,Active,01CN000021,MK092C,Band 2,1CN01307,0,E000904,HCM01,ARM,
E000986,Trần Nhật,F,1975-04-02,2023-03-01,,Active,01CN000022,M00109,Band 3,1CN00555,0,E000389,CTH01,RM,
E000987,Mai Thành,M,1984-02-17,2023-03-01,2024-09-01,Terminated,01CN000006,MJ028S,Band 3,1CN00170,0,E000971,HNO52,BO,
E000988,Vũ Ánh,F,1990-04-26,2023-03-01,2025-05-01,Terminated,01CN000062,MK027C,Band 2,1CN01024,0,E001873,HNO17,ARM,
E000989,Hoàng Trọng,M,2003-07-20,2023-03-01,2025-10-01,Terminated,01CN000037,MJ043S,Band 4,1CN00950,0,E001817,HCM01,RM,
E000990,Lê Hồng,F,1989-05-25,2023-03-01,,Active,01QT000018,MM008C,Band 3,1QT00116,0,E000758,HSC02,BO,
E000991,Hoàng Khoa,F,1981-10-11,2023-03-01,,Active,01CN000068,MK092C,Band 2,1CN01159,0,E000826,HSC01,ARM,
E000992,Hoàng Tú,M,1990-10-02,2023-03-01,,Active,01CN000017,MJ162E,Band 5,1CN00658,0,E000551,HNO01,RM,
E000993,Vũ Vi,F,1974-02-12,2023-03-01,2023-05-01,Terminated,01QT000024,FA008S,Band 4,1QT00184,0,E000517,HSC01,BO,
E000994,Bùi Quý cô Hạnh,F,1970-05-28,2023-03-01,2025-02-01,Terminated,01CN000057,MJ017E,Band 4,1CN00456,0,E001557,HCM01,RM,
E000995,Lê Quý ông Hưng,M,1981-06-06,2023-03-01,,Active,01CN000080,MJ008C,Band 2,1CN00569,0,E001610,HNO02,BO,
E000996,Hoàng Kim Trí,M,1997-10-12,2023-03-01,2025-09-01,Terminated,01CN000041,MJ028S,Band 3,1CN00703,0,E000727,HNO17,BO,
E000997,Đặng Thành,M,1998-11-09,2023-03-01,2024-03-01,Terminated,01CN000028,MK085S,Band 4,1CN00955,0,E001162,HNO01,BO,
E000998,Vũ Hưng Mai Bảo,M,2002-03-18,2023-03-01,,Active,01CN000048,MJ163S,Band 4,1CN00852,0,E001568,HCM01,RM,
E000999,Vũ Thành,F,1993-10-27,2023-03-01,2025-01-01,Terminated,01CN000008,MJ030S,Band 4,1CN01095,0,E001375,HCM29,RM,
E001000,Trần Hạnh Mai Bảo,M,1986-06-19,2023-03-01,,Active,01CN000022,M00108,Band 4,1CN01271,0,E001381,CTH01,RM,
E001001,Vũ Bảo,F,1985-03-09,2023-03-01,,Active,01CN000073,M00107,Band 4,1CN01191,0,E000862,HNO34,RM,
E001002,Bùi Anh,M,1988-03-22,2023-04-01,,Active,01QT000005,FC013S,Band 4,1QT00091,0,E001005,HSC01,BO,
E001003,Dương Trung,M,1980-01-03,2023-04-01,2024-11-01,Terminated,01CN000061,MJ043S,Band 4,1CN00226,0,E001673,HCM29,RM,
E001004,Dương Kim,F,1983-07-05,2023-04-01,,Active,01CN000063,M00399,Band 2,1CN00897,0,E000927,HSC01,BO,
E001005,Lê Phương,F,1978-11-04,2023-04-01,2023-09-01,Terminated,01QT000005,FC013M,Band 5,1QT00183,1,E001267,HSC01,BO,
E001006,Mai Thảo,F,1986-05-14,2023-04-01,,Active,01CN000071,MK092C,Band 2,1CN01343,0,E001720,HNO01,ARM,
E001007,Hoàng Minh,M,1993-05-27,2023-04-01,,Active,01CN000003,MJ044S,Band 3,1CN01017,0,E001769,DAN03,RM,
E001008,Phạm Phúc,M,2003-06-17,2023-04-01,,Active,01CN000073,M00110,Band 2,1CN00599,0,E001544,HNO34,RM,
E001009,Nguyễn Hưng Hải,M,1982-11-19,2023-04-01,2024-04-01,Terminated,01CN000058,MJ035S,Band 3,1CN01175,0,E000258,HSC01,BO,
E001010,Phạm Quang,M,1971-10-21,2023-04-01,,Active,01CN000085,BA013M,Band 6,1CN00486,1,E000492,HNO44,HH,
E001011,Mai Nhật,F,1993-03-02,2023-04-01,,Active,01CN000071,MJ163S,Band 4,1CN00724,0,E001720,HNO01,RM,
E001012,Nguyễn Dương,F,1989-04-19,2023-04-01,,Active,01CN000062,MJ036M,Band 6,1CN01047,1,E001672,HNO17,HH,
E001013,Hoàng Quang Mai Bảo,M,1994-08-22,2023-04-01,,Active,01CN000078,MK023M,Band 5,1CN00086,1,E001741,HSC01,BO,
E001014,Dương Ánh,F,2000-07-03,2023-04-01,,Active,01CN000023,M00107,Band 4,1CN01263,0,E000707,DAN01,RM,
E001015,Vũ Thành Xuân,M,1993-03-03,2023-04-01,2023-11-01,Terminated,01CN000009,MJ163S,Band 4,1CN00232,0,E000539,HCM01,RM,
E001016,Nguyễn Thảo,F,1973-12-17,2023-04-01,,Active,01QT000017,FA039S,Band 3,1QT00105,0,E000346,HSC01,BO,
E001017,Hoàng Phúc,M,1998-09-28,2023-04-01,,Active,01CN000050,MJ161E,Band 5,1CN01100,0,,HNO01,RM,
E001018,Phạm Lâm,F,1982-06-03,2023-04-01,2024-04-01,Terminated,01CN000038,MJ008C,Band 2,1CN00020,0,E000484,KHO01,BO,
E001019,Bùi Hạnh,F,1980-12-19,2023-04-01,,Active,01CN000020,MK061C,Band 2,1CN00559,0,E000058,HPH01,ARM,
E001020,Dương Nam,M,1998-06-20,2023-04-01,2024-03-01,Terminated,01QT000018,FE002D,Band 8,1QT00042,1,E000929,HSC01,BO,
E001021,Lê Hải,F,1995-07-24,2023-04-01,2023-08-01,Terminated,01CN000079,M00107,Band 4,1CN00945,0,E000669,BDU01,RM,
E001022,Vũ Quang,M,2001-01-27,2023-04-01,2023-06-01,Terminated,01CN000033,M00109,Band 3,1CN00532,0,E001658,HNO01,RM,
E001023,Bùi Nhật Đức,M,1972-06-04,2023-04-01,,Active,01CN000057,MJ014M,Band 6,1CN00553,1,E001385,HNO01,TL,
E001024,Vũ Chi,F,1977-07-15,2023-05-01,,Active,01CN000037,MJ010S,Band 4,1CN00531,0,E001817,HCM01,BO,
E001025,Vũ Nhật,F,1981-04-04,2023-05-01,,Active,01CN000039,M00163,Band 5,1CN00864,1,,HSC01,BO,
E001026,Mai Ngọc,F,1998-07-06,2023-05-01,,Active,01CN000060,M00107,Band 4,1CN00359,0,E001186,HCM32,RM,
E001027,Vũ Phương Thế,M,1981-09-28,2023-05-01,,Active,01CN000059,MJ028S,Band 3,1CN01022,0,E001092,BRV01,BO,
E001028,Trần Châu,M,1985-05-26,2023-05-01,2025-03-01,Terminated,01CN000080,M00110,Band 2,1CN00865,0,E001610,HNO02,RM,
E001029,Vũ Hạnh Tấn,M,1974-06-22,2023-05-01,2024-05-01,Terminated,01CN000027,BA013M,Band 6,1CN01224,1,E001357,HPH07,HH,
E001030,Lê Lâm,F,1999-12-13,2023-05-01,,Active,01CN000001,MK061C,Band 2,1CN01051,0,E000318,HNO63,ARM,
E001031,Đặng Hưng Hữu,M,1994-04-06,2023-05-01,,Active,01CN000039,M00167,Band 2,1CN00481,0,E001025,HSC01,BO,
E001032,Nguyễn Nhật,F,1978-12-18,2023-05-01,2025-12-01,Terminated,01CN000003,MJ043S,Band 4,1CN00093,0,E001800,DAN03,RM,
E001033,Bùi Thảo,F,1998-09-11,2023-05-01,2024-12-01,Terminated,01CN000001,MJ011M,Band 5,1CN00533,1,E000318,HNO63,TL,
E001034,Nguyễn Quý cô Yến,F,1982-10-11,2023-05-01,,Active,01CN000009,MK092C,Band 2,1CN00575,0,E000539,HCM01,ARM,
E001035,Mai Dũng Hải,M,1999-02-08,2023-05-01,2025-06-01,Terminated,01CN000044,MJ029S,Band 4,1CN00561,0,E001078,QNI01,RM,
E001036,Vũ Vân,F,1988-03-22,2023-05-01,,Active,01CN000012,M00108,Band 4,1CN00354,0,E000108,HNO59,RM,
E001037,Mai Hải,F,1978-02-17,2023-05-01,2023-09-01,Terminated,01CN000023,M00109,Band 3,1CN00537,0,E000707,DAN01,RM,
E001038,Trần Hạnh,F,1977-09-11,2023-05-01,2025-02-01,Terminated,01CN000040,MK061C,Band 2,1CN00464,0,E001676,HCM17,ARM,
E001039,Vũ Yến,F,2001-08-10,2023-05-01,,Active,01CN000010,MJ011M,Band 4,1CN00900,0,E000559,TDU01,TL,
E001040,Đặng Hải,F,1979-07-03,2023-05-01,2025-06-01,Terminated,01CN000064,MH043S,Band 3,1CN00905,0,E000219,HSC01,BO,
E001041,Đặng Quang,M,2003-09-04,2023-05-01,,Active,01CN000041,AA052C,K,1CN01165,0,E000899,HNO17,BO,
E001042,Đặng Khoa Bảo,M,1980-09-04,2023-05-01,,Active,01CN000080,MJ008C,Band 2,1CN00569,0,E000879,HNO02,BO,
E001043,Dương Hạnh Thế,M,1999-03-16,2023-05-01,,Active,01CN000080,M00109,Band 3,1CN01072,0,E000879,HNO02,RM,
E001044,Nguyễn Chi,F,1990-09-18,2023-05-01,2024-05-01,Terminated,01QT000010,M00384,Band 2,1QT00062,0,E000915,HSC01,BO,
E001045,Phạm Chi,F,1984-09-16,2023-05-01,,Active,01CN000073,M00109,Band 3,1CN00580,0,E000279,HNO34,RM,
E001046,Bùi Ánh,F,2001-08-09,2023-05-01,2025-12-01,Terminated,01CN000008,MJ036M,Band 6,1CN00762,1,E001338,HCM29,HH,
E001047,Lê Kim Thị,M,2002-05-16,2023-06-01,,Active,01CN000059,M00110,Band 2,1CN00700,0,E001613,BRV01,RM,
E001048,Bùi Trung Tấn,M,1978-08-22,2023-06-01,,Active,01QT000008,BC015C,Band 2,1QT00173,0,,HSC01,BO,
E001049,Lê Linh,F,1974-01-18,2023-06-01,,Active,01CN000029,AA052C,K,1CN00068,0,E000800,HCM01,BO,
E001050,Đặng Chi,F,1985-02-06,2023-06-01,,Active,01QT000013,FA001S,Band 4,1QT00145,0,E001101,HSC01,BO,
E001051,Nguyễn Thành,F,1979-11-20,2023-06-01,,Active,01QT000008,BC022S,Band 4,1QT00104,0,,HSC01,BO,
E001052,Vũ Chi,F,2002-07-06,2023-06-01,2025-05-01,Terminated,01CN000022,AA052C,K,1CN00614,0,E001367,CTH01,BO,
E001053,Hoàng Bảo,F,1989-06-06,2023-06-01,2023-12-01,Terminated,01CN000042,MJ026M,Band 6,1CN01149,1,E001296,HNO01,TL,
E001054,Trần Nhật,F,1988-07-11,2023-06-01,2024-09-01,Terminated,01CN000033,M00108,Band 4,1CN00966,0,E001309,HNO01,RM,
E001055,Bùi Khoa,F,2002-08-01,2023-06-01,2024-12-01,Terminated,01QT000008,FA010C,Band 2,1QT00169,0,,HSC01,BO,
E001056,Dương Quý cô Hồng,F,1993-01-09,2023-06-01,,Active,01CN000009,MK092C,Band 2,1CN00575,0,E001256,HCM01,ARM,
E001057,Mai Ngọc,F,1987-02-21,2023-06-01,,Active,01CN000002,M00110,Band 2,1CN00202,0,E000869,HCM48,RM,
E001058,Đặng Quang Văn,M,2001-11-20,2023-06-01,,Active,01CN000050,MK092C,Band 2,1CN00789,0,,HNO01,ARM,
E001059,Nguyễn An,F,1998-11-23,2023-06-01,,Active,01QT000009,FC008S,Band 4,1QT00152,0,E000076,HSC01,BO,
E001060,Đặng Lâm,F,1975-04-05,2023-06-01,,Active,01CN000006,AA052C,,1CN00709,0,E000971,,BO,
E001061,Bùi Hà,F,1971-06-03,2023-06-01,,Active,01CN000025,MM020D,Band 8,1CN00328,1,E001472,HSC01,BO,
E001062,Nguyễn Bảo Quang,M,1999-06-24,2023-06-01,2024-06-01,Terminated,01CN000013,MH032M,Band 6,1CN00842,1,E000315,HSC01,BO,
E001063,Mai Nhật,F,1970-02-14,2023-06-01,2024-01-01,Terminated,01CN000003,MJ011S,Band 4,1CN01065,0,E000930,DAN03,BO,
E001064,Đặng Kim Trí,M,1980-03-28,2023-06-01,,Active,01CN000009,MK092C,Band 2,1CN00575,0,E000539,HCM01,ARM,
E001065,Lê Trung,M,1996-02-21,2023-06-01,2025-09-01,Terminated,01QT000013,FA014C,Band 1,1QT00096,0,E001101,HSC01,BO,
E001066,Phạm Quang,M,2002-06-02,2023-06-01,,Active,01CN000083,M00110,Band 2,1CN00080,0,E001094,HCM12,RM,
E001067,Nguyễn Lâm,F,1972-06-13,2023-06-01,,Active,01CN000080,MJ010S,Band 4,1CN01284,0,E001610,HNO02,BO,
E001068,Đặng Hà,F,1983-08-19,2023-06-01,,Active,01CN000050,MJ163S,Band 4,1CN00673,0,,HNO01,RM,
E001069,Vũ Thành,M,1985-08-15,2023-06-01,2024-01-01,Terminated,01CN000002,MJ008C,Band 2,1CN00071,0,E001684,HCM48,BO,
E001070,Nguyễn Duyên,F,1980-04-16,2023-07-01,,Active,01CN000061,M00107,Band 4,1CN01176,0,E001701,HCM29,RM,
E001071,Nguyễn Dương,F,1987-04-22,2023-07-01,,Active,01CN000006,MK061C,Band 2,1CN01135,0,E000495,HNO52,ARM,
E001072,Trần Yến,F,1996-03-13,2023-07-01,,Active,01CN000057,MJ016E,Band 5,1CN00203,0,E001476,HNO01,RM,
E001073,Trần Quý cô Hồng,F,1980-09-17,2023-07-01,,Active,01CN000054,MJ162E,Band 5,1CN00029,0,E001757,HNO01,RM,
E001074,Lê Quý cô Nhật,F,1980-03-12,2023-07-01,,Active,01QT000012,FA004E,Band 5,1QT00008,0,,HSC01,BO,
E001075,Bùi Nam Thế,M,1990-05-11,2023-07-01,,Active,01CN000070,M00109,Band 3,1CN00514,0,E001812,BNI01,RM,
E001076,Vũ Minh,M,1992-08-08,2023-07-01,2024-06-01,Terminated,01CN000061,MK015S,Band 3,1CN00002,0,E001424,HCM29,ARM,
E001077,Trần Kim,F,1976-05-19,2023-07-01,,Active,01CN000073,MK015S,Band 3,1CN00749,0,E001850,HNO34,ARM,
E001078,Trần Thảo,F,1970-04-01,2023-07-01,2023-10-01,Terminated,01CN000044,MJ011M,Band 5,1CN00909,1,E000289,QNI01,TL,
E001079,Phạm Châu,M,2002-02-27,2023-07-01,,Active,01CN000080,MJ008C,Band 2,1CN00569,0,E000879,HNO02,BO,
E001080,Mai Hạnh,F,1983-10-15,2023-07-01,2024-07-01,Terminated,01CN000085,AA052C,K,1CN00308,0,E000195,HNO44,BO,
E001081,Bùi Thành,F,1975-05-21,2023-07-01,,Active,01CN000010,M00108,Band 4,1CN00943,0,E001222,TDU01,RM,
E001082,Mai Bảo Thị,M,1979-06-03,2023-07-01,2025-06-01,Terminated,01CN000078,MK023M,Band 5,1CN00776,1,E001733,HSC02,BO,
E001083,Dương Yến,F,1992-04-21,2023-07-01,,Active,01CN000010,M00107,Band 4,1CN00621,0,E001828,TDU01,RM,
E001084,Nguyễn An,F,1996-01-26,2023-07-01,,Active,01CN000053,MJ162E,Band 5,1CN00866,0,E000843,HCM01,RM,
E001085,Trần Xuân,F,1984-11-05,2023-07-01,,Active,01CN000003,M00109,Band 3,1CN00349,0,E000930,DAN03,RM,
E001086,Mai Hương,F,1982-02-02,2023-07-01,2024-12-01,Terminated,01CN000001,BA013M,Band 6,1CN00764,1,E001033,HNO63,HH,
E001087,Vũ Tú,M,1970-10-20,2023-07-01,,Active,01CN000087,MH033E,Band 5,1CN00600,0,E000449,HSC01,BO,
E001088,Vũ Nhật,F,2003-07-07,2023-07-01,,Active,01QT000005,FC024S,Band 3,1QT00025,0,E000300,HSC01,BO,
E001089,Trần Quý cô An,F,1982-02-01,2023-07-01,,Active,01CN000024,AA052C,K,1CN00484,0,E000795,HNO49,BO,
E001090,Đặng Hưng Thế,M,2002-02-18,2023-07-01,,Active,01CN000031,MJ029S,Band 4,1CN00662,0,E001707,BRV04,RM,
E001091,Trần Quý cô Nhật,F,1991-04-20,2023-07-01,,Active,01CN000060,BA013M,Band 6,1CN01255,1,E000824,HCM32,HH,
E001092,Nguyễn Hưng,M,2001-01-06,2023-07-01,2023-08-01,Terminated,01CN000059,MJ011M,Band 5,1CN01183,1,E000454,BRV01,TL,
E001093,Lê Hải,F,1985-06-28,2023-08-01,,Active,01CN000083,MJ008C,Band 2,1CN00137,0,E000970,HCM12,BO,
E001094,Hoàng Nhật,F,1994-10-26,2023-08-01,,Active,01CN000083,BA013M,Band 6,1CN00735,1,E000970,HCM12,HH,
E001095,Đặng Nhật Quang,M,1994-07-16,2023-08-01,,Active,01CN000009,MJ162E,Band 5,1CN00667,0,E000539,HCM01,RM,
E001096,Bùi Bảo Đức,M,1994-05-01,2023-08-01,,Active,01CN000059,MJ043S,Band 4,1CN00262,0,E001092,BRV01,RM,
E001097,Bùi Quý ông Anh,M,1974-03-28,2023-08-01,,Active,01CN000022,MJ029S,Band 4,1CN00318,0,E001616,CTH01,RM,
E001098,Lê Quý cô Dương,F,1977-10-19,2023-08-01,2024-08-01,Terminated,01CN000012,MK015S,Band 3,1CN00211,0,E000108,HNO59,ARM,
E001099,Nguyễn Hoàng,M,1995-01-27,2023-08-01,2024-06-01,Terminated,01CN000079,AA052C,K,1CN00875,0,E001282,BDU01,BO,
E001100,Hoàng Tú Bảo,M,1982-03-24,2023-08-01,,Active,01CN000078,MK006E,Band 5,1CN00630,0,E001445,HSC02,BO,
E001101,Hoàng Quý ông Phúc,M,1978-10-21,2023-08-01,,Active,01QT000013,FA009T,Band 4,1QT00108,1,E000898,HSC01,BO,
E001102,Nguyễn Duyên,F,1981-03-19,2023-08-01,,Active,01CN000067,MJ011S,Band 4,1CN00044,0,E001713,HCM19,BO,
E001103,Trần Châu Mai Bảo,M,1988-02-19,2023-08-01,,Active,01CN000074,BA013M,Band 5,1CN01251,1,E000331,HCM40,HH,
E001104,Trần Quý cô Ngọc,F,1983-11-14,2023-08-01,,Active,01CN000070,M00109,Band 3,1CN00514,0,E000556,BNI01,RM,
E001105,Nguyễn Hải Tấn,M,1990-08-17,2023-08-01,,Active,01CN000001,MJ044S,Band 3,1CN01256,0,E000318,HNO63,RM,
E001106,Bùi Dũng Đức,M,1982-12-12,2023-08-01,,Active,01CN000057,MJ016E,Band 5,1CN00164,0,E001385,HCM01,RM,
E001107,Bùi Châu Phú,M,1989-08-22,2023-08-01,,Active,01CN000070,MK061C,Band 2,1CN01163,0,E001812,BNI01,ARM,
E001108,Hoàng Phương,F,1984-05-19,2023-08-01,2025-05-01,Terminated,01CN000033,MJ028S,Band 3,1CN00050,0,E001309,HNO01,BO,
